Date d'élection,Type d'élection,Parlement,Province,Circonscription,Nom,Prénom,Sexe,Occupation,Parti,Votes,Votes (%),Élu(e)
1867-08-07,Gen,1,Nouveau-Brunswick,ALBERT,WALLACE,John,,agriculteur,Libéral,778,52.14,1
1867-08-07,Gen,1,Nouveau-Brunswick,ALBERT,STEVENS,Henry J.,,,Inconnu,714,47.86,0
1867-08-07,Gen,1,Nouveau-Brunswick,CARLETON,CONNELL,Hon. Charles,,marchand,Libéral,accl.,,1
1867-08-07,Gen,1,Nouveau-Brunswick,CHARLOTTE,BOLTON,John,,homme d'affaires,Libéral,1214,56.94,1
1867-08-07,Gen,1,Nouveau-Brunswick,CHARLOTTE,THOMPSON,Robert,,,Inconnu,918,43.06,0
1867-08-07,Gen,1,Nouveau-Brunswick,GLOUCESTER,ANGLIN,Hon. Timothy Warren,,rédacteur,Libéral,1061,61.26,1
1867-08-07,Gen,1,Nouveau-Brunswick,GLOUCESTER,MEHAN,John,,,Inconnu,671,38.74,0
1867-08-07,Gen,1,Nouveau-Brunswick,KENT,RENAUD,Auguste,,agriculteur,Libéral,876,41.28,1
1867-08-07,Gen,1,Nouveau-Brunswick,KENT,DES BRISAY,,,,Inconnu,757,35.67,0
1867-08-07,Gen,1,Nouveau-Brunswick,KENT,MCINERNAY,,,,Inconnu,485,22.86,0
1867-08-07,Gen,1,Nouveau-Brunswick,KENT,CUTLER,,,,Inconnu,4,0.19,0
1867-08-07,Gen,1,Nouveau-Brunswick,KING'S,RYAN,George,,agriculteur,Libéral,1303,54.61,1
1867-08-07,Gen,1,Nouveau-Brunswick,KING'S,OTTY,,,,Inconnu,1083,45.39,0
1867-08-07,Gen,1,Nouveau-Brunswick,NORTHUMBERLAND,JOHNSON,Hon. John M.,,avocat,Libéral,1226,61.83,1
1867-08-07,Gen,1,Nouveau-Brunswick,NORTHUMBERLAND,GILLESPIE,Thos.F.,,,Inconnu,757,38.17,0
1867-08-07,Gen,1,Nouveau-Brunswick,QUEEN'S,FARRIS,John,,marchand de bois,Libéral,accl.,,1
1867-08-07,Gen,1,Nouveau-Brunswick,RESTIGOUCHE,MCMILLAN,Hon. John,,marchand,Libéral,370,58.82,1
1867-08-07,Gen,1,Nouveau-Brunswick,RESTIGOUCHE,PHILLIPS,John,,,Inconnu,259,41.18,0
1867-08-07,Gen,1,Nouveau-Brunswick,SAINT-JEAN (CITÉ DE),TILLEY,Hon. Samuel Leonard,,pharmacien,Libéral-conservateur,1402,69.68,1
1867-08-07,Gen,1,Nouveau-Brunswick,SAINT-JEAN (CITÉ DE),WILSON,John,,,Inconnu,610,30.32,0
1867-08-07,Gen,1,Nouveau-Brunswick,SAINT-JEAN (CITÉ ET COMTÉ DE),GRAY,Hon. John H.,,avocat,Conservateur,accl.,,1
1867-08-07,Gen,1,Nouveau-Brunswick,SUNBURY,BURPEE,Charles,,agriculteur,Libéral,664,60.97,1
1867-08-07,Gen,1,Nouveau-Brunswick,SUNBURY,PERLEY,Wm. C.,,,Inconnu,425,39.03,0
1867-08-07,Gen,1,Nouveau-Brunswick,VICTORIA,COSTIGAN,John,,juge,Libéral-conservateur,778,57.93,1
1867-08-07,Gen,1,Nouveau-Brunswick,VICTORIA,BEVERIDGE,Wm. B.,,,Inconnu,549,40.88,0
1867-08-07,Gen,1,Nouveau-Brunswick,VICTORIA,WORKMAN,James,,,Inconnu,16,1.19,0
1867-08-07,Gen,1,Nouveau-Brunswick,VICTORIA,TIBBETTS,James,,,Inconnu,0,0,0
1867-08-07,Gen,1,Nouveau-Brunswick,WESTMORLAND,SMITH,Hon. Albert James,,avocat,Libéral,2207,82.94,1
1867-08-07,Gen,1,Nouveau-Brunswick,WESTMORLAND,LANDRY,J.J.D.,,,Inconnu,454,17.06,0
1867-08-07,Gen,1,Nouveau-Brunswick,YORK,FISHER,Hon. Charles,,avocat,Libéral,accl.,,1
1867-08-07,Gen,1,Nouvelle-Écosse,ANNAPOLIS,RAY,William H.,,agriculteur,Anti-Confederate,1171,53.54,1
1867-08-07,Gen,1,Nouvelle-Écosse,ANNAPOLIS,LONGLEY,,,marchand,Conservateur,1016,46.46,0
1867-08-07,Gen,1,Nouvelle-Écosse,ANTIGONISH,MCDONALD,Hugh,,avocat,Anti-Confederate,1238,76.04,1
1867-08-07,Gen,1,Nouvelle-Écosse,ANTIGONISH,HENRY,Wm. A.,,avocat,Conservateur,390,23.96,0
1867-08-07,Gen,1,Nouvelle-Écosse,CAP BRETON,MCKEAGNEY,Hon. James,,avocat,Anti-Confederate,accl.,,1
1867-08-07,Gen,1,Nouvelle-Écosse,COLCHESTER,MCLELLAN,Archibald Woodbury,,marchand de bois,Anti-Confederate,1649,56.13,1
1867-08-07,Gen,1,Nouvelle-Écosse,COLCHESTER,ARCHIBALD,Hon. A.G.,,avocat,Libéral-conservateur,1289,43.87,0
1867-08-07,Gen,1,Nouvelle-Écosse,CUMBERLAND,TUPPER,Hon. Charles,,médecin,Conservateur,1368,51.84,1
1867-08-07,Gen,1,Nouvelle-Écosse,CUMBERLAND,ANNAND,William,,,Anti-Confederate,1271,48.16,0
1867-08-07,Gen,1,Nouvelle-Écosse,DIGBY,SAVARY,Alfred W.,,avocat,Anti-Confederate,792,47.97,1
1867-08-07,Gen,1,Nouvelle-Écosse,DIGBY,WADE,,,,Inconnu,497,30.1,0
1867-08-07,Gen,1,Nouvelle-Écosse,DIGBY,MEHAN,,,,Inconnu,362,21.93,0
1867-08-07,Gen,1,Nouvelle-Écosse,GUYSBOROUGH,CAMPBELL,Stewart,,avocat,Anti-Confederate,accl.,,1
1867-08-07,Gen,1,Nouvelle-Écosse,HALIFAX,JONES,Alfred,,marchand,Anti-Confederate,2381,26.28,1
1867-08-07,Gen,1,Nouvelle-Écosse,HALIFAX,POWERS,Patrick,,marchand,Anti-Confederate,2367,26.13,1
1867-08-07,Gen,1,Nouvelle-Écosse,HALIFAX,TOBIN,John,,,Inconnu,2158,23.82,0
1867-08-07,Gen,1,Nouvelle-Écosse,HALIFAX,SHANNON,S.L.,,avocat,Inconnu,2154,23.77,0
1867-08-07,Gen,1,Nouvelle-Écosse,HANTS,HOWE,Hon. Joseph,,rédacteur,Anti-Confederate,1530,61.54,1
1867-08-07,Gen,1,Nouvelle-Écosse,HANTS,KING,Jas.,,,Inconnu,956,38.46,0
1867-08-07,Gen,1,Nouvelle-Écosse,INVERNESS,CAMERON,Hugh,,médecin,Anti-Confederate,1186,66.37,1
1867-08-07,Gen,1,Nouvelle-Écosse,INVERNESS,McDonnell,S.,,avocat,Conservateur,601,33.63,0
1867-08-07,Gen,1,Nouvelle-Écosse,KINGS,CHIPMAN,William Henry,,marchand,Anti-Confederate,1472,69.08,1
1867-08-07,Gen,1,Nouvelle-Écosse,KINGS,COLEMAN,,,,Inconnu,659,30.92,0
1867-08-07,Gen,1,Nouvelle-Écosse,LUNENBURG,MCDONALD,E.M.,,rédacteur,Anti-Confederate,1557,63.24,1
1867-08-07,Gen,1,Nouvelle-Écosse,LUNENBURG,KAULBACK,H.A.N.,,,Inconnu,905,36.76,0
1867-08-07,Gen,1,Nouvelle-Écosse,PICTOU,CARMICHAEL,James W.,,armateur,Anti-Confederate,2011,54.89,1
1867-08-07,Gen,1,Nouvelle-Écosse,PICTOU,MCDONALD,J.,,avocat,Conservateur,1653,45.11,0
1867-08-07,Gen,1,Nouvelle-Écosse,QUEENS,FORBES,James F.,,médecin,Anti-Confederate,844,75.7,1
1867-08-07,Gen,1,Nouvelle-Écosse,QUEENS,CAMPBELL,,,,Inconnu,271,24.3,0
1867-08-07,Gen,1,Nouvelle-Écosse,RICHMOND,CROKE,William Joseph,,avocat,Anti-Confederate,545,66.14,1
1867-08-07,Gen,1,Nouvelle-Écosse,RICHMOND,DONOVAN,,,,Inconnu,279,33.86,0
1867-08-07,Gen,1,Nouvelle-Écosse,SHELBURNE,COFFIN,Thomas,,marchand,Anti-Confederate,accl.,,1
1867-08-07,Gen,1,Nouvelle-Écosse,VICTORIA,ROSS,William,,marchant à la commission,Anti-Confederate,accl.,,1
1867-08-07,Gen,1,Nouvelle-Écosse,YARMOUTH,KILLAM,Hon. Thomas,,armateur,Anti-Confederate,1225,64.78,1
1867-08-07,Gen,1,Nouvelle-Écosse,YARMOUTH,BROWN,George S.,,,Inconnu,666,35.22,0
1867-08-07,Gen,1,Ontario,ADDINGTON,LAPUM,James N.,,maître de poste,Conservateur,1120,52.98,1
1867-08-07,Gen,1,Ontario,ADDINGTON,SHIBLEY,,,agriculteur,Libéral-conservateur,991,46.88,0
1867-08-07,Gen,1,Ontario,ADDINGTON,SMITH,Sir Henry,,,Inconnu,2,0.09,0
1867-08-07,Gen,1,Ontario,ADDINGTON,PRICE,,,,Inconnu,1,0.05,0
1867-08-07,Gen,1,Ontario,ADDINGTON,HAM,,,,Inconnu,0,0,0
1867-08-07,Gen,1,Ontario,ADDINGTON,LOTT,,,,Inconnu,0,0,0
1867-08-07,Gen,1,Ontario,ADDINGTON,CAMERON,D.,,,Inconnu,0,0,0
1867-08-07,Gen,1,Ontario,ALGOMA,SIMPSON,Wemyss Mackenzie,,commerçant,Conservateur,250,47.26,1
1867-08-07,Gen,1,Ontario,ALGOMA,BEATTY,,,,Inconnu,241,45.56,0
1867-08-07,Gen,1,Ontario,ALGOMA,MACDONELL,,,,Inconnu,38,7.18,0
1867-08-07,Gen,1,Ontario,BOTHWELL,MILLS,David,,avocat,Libéral,1333,52.13,1
1867-08-07,Gen,1,Ontario,BOTHWELL,GLASS,,,,Conservateur,1224,47.87,0
1867-08-07,Gen,1,Ontario,BRANT-NORD,BOWN,John Young,,médecin,Libéral-conservateur,672,50.07,1
1867-08-07,Gen,1,Ontario,BRANT-NORD,CLEMENT,,,,Inconnu,670,49.93,0
1867-08-07,Gen,1,Ontario,BRANT-SUD,WOOD,Hon. Edmund Burke,,avocat,Libéral,1257,53.56,1
1867-08-07,Gen,1,Ontario,BRANT-SUD,LEEMING,,,,Inconnu,1090,46.44,0
1867-08-07,Gen,1,Ontario,BROCKVILLE,CRAWFORD,James,,entrepreneur,Conservateur,690,56.98,1
1867-08-07,Gen,1,Ontario,BROCKVILLE,CHAMBERS,,,,Inconnu,521,43.02,0
1867-08-07,Gen,1,Ontario,BRUCE-NORD,SPROAT,Alexander,,trésorier,Conservateur,862,50.29,1
1867-08-07,Gen,1,Ontario,BRUCE-NORD,DOUGLAS,,,médecin,Inconnu,852,49.71,0
1867-08-07,Gen,1,Ontario,BRUCE-SUD,HURDON,Francis,,marchand de grains,Conservateur,1777,52.17,1
1867-08-07,Gen,1,Ontario,BRUCE-SUD,RASTALL,,,,Inconnu,1624,47.68,0
1867-08-07,Gen,1,Ontario,BRUCE-SUD,HALL,,,,Inconnu,5,0.15,0
1867-08-07,Gen,1,Ontario,CARDWELL,FERGUSON,Thomas Roberts,,marchand,Conservateur,1155,51.72,1
1867-08-07,Gen,1,Ontario,CARDWELL,PHILIPS,,,médecin,Inconnu,1078,48.28,0
1867-08-07,Gen,1,Ontario,CARLETON,HOLMES,John,,arpenteur-géomètre,Libéral-conservateur,1087,51.94,1
1867-08-07,Gen,1,Ontario,CARLETON,ROCHESTER,,,marchand de bois,Conservateur,1006,48.06,0
1867-08-07,Gen,1,Ontario,CORNWALL,MACDONALD,Hon. John Sandfield,,avocat,Libéral,451,60.46,1
1867-08-07,Gen,1,Ontario,CORNWALL,MATTICE,,,,Inconnu,295,39.54,0
1867-08-07,Gen,1,Ontario,DUNDAS,ROSS,John Sylvester,,propriétaire d'usine,Libéral-conservateur,accl.,,1
1867-08-07,Gen,1,Ontario,DURHAM-EST,BURTON,Francis H.,,meunier,Conservateur,1134,71.55,1
1867-08-07,Gen,1,Ontario,DURHAM-EST,BEAMISH,,,,Inconnu,451,28.45,0
1867-08-07,Gen,1,Ontario,DURHAM-OUEST,BLAKE,Edward,,avocat,Libéral,1337,58.95,1
1867-08-07,Gen,1,Ontario,DURHAM-OUEST,MILNE,,,,Inconnu,931,41.05,0
1867-08-07,Gen,1,Ontario,ELGIN-EST,DOBBIE,Thomas William,,arpenteur-géomètre,Conservateur,1492,51.91,1
1867-08-07,Gen,1,Ontario,ELGIN-EST,BURWELL,,,,Inconnu,1382,48.09,0
1867-08-07,Gen,1,Ontario,ELGIN-OUEST,MUNROE,John H.,,agent et courtier d'immeuble,Conservateur,970,55.88,1
1867-08-07,Gen,1,Ontario,ELGIN-OUEST,MCDOUGALL,,,,Inconnu,766,44.12,0
1867-08-07,Gen,1,Ontario,ESSEX,O'CONNOR,John,,avocat,Conservateur,1439,50.12,1
1867-08-07,Gen,1,Ontario,ESSEX,RANKIN,A.,,,Inconnu,1432,49.88,0
1867-08-07,Gen,1,Ontario,FRONTENAC,KIRKPATRICK,Thomas,,avocat,Conservateur,1242,64.19,1
1867-08-07,Gen,1,Ontario,FRONTENAC,CARRUTHERS,,,,Inconnu,693,35.81,0
1867-08-07,Gen,1,Ontario,GLENGARRY,MACDONALD,Donald Alexander,,marchand,Libéral,accl.,,1
1867-08-07,Gen,1,Ontario,GRENVILLE-SUD,SHANLY,Walter,,ingénieur civil,Conservateur,899,55.19,1
1867-08-07,Gen,1,Ontario,GRENVILLE-SUD,PATRICK,,,,Inconnu,730,44.81,0
1867-08-07,Gen,1,Ontario,GREY-NORD,SNIDER,George,,agent des terres,Libéral,1399,55.04,1
1867-08-07,Gen,1,Ontario,GREY-NORD,BOLTON,,,,Inconnu,1143,44.96,0
1867-08-07,Gen,1,Ontario,GREY-SUD,JACKSON,George,,agent des terres,Conservateur,1560,50.21,1
1867-08-07,Gen,1,Ontario,GREY-SUD,DALGLEISH,,,,Inconnu,1547,49.79,0
1867-08-07,Gen,1,Ontario,HALDIMAND,THOMPSON,David,,marchand,Libéral,1391,57.65,1
1867-08-07,Gen,1,Ontario,HALDIMAND,MCKINNON,,,,Inconnu,1022,42.35,0
1867-08-07,Gen,1,Ontario,HALTON,WHITE,John,,marchand de bois,Libéral,1422,52.45,1
1867-08-07,Gen,1,Ontario,HALTON,CHISHOLM,,,,Inconnu,1289,47.55,0
1867-08-07,Gen,1,Ontario,HAMILTON,MAGILL,Charles,,marchand,Libéral,accl.,,1
1867-08-07,Gen,1,Ontario,HASTINGS-EST,READ,Hon. Robert,,tanneur,Conservateur,1110,70.84,1
1867-08-07,Gen,1,Ontario,HASTINGS-EST,FARLEY,,,,Inconnu,457,29.16,0
1867-08-07,Gen,1,Ontario,HASTINGS-NORD,BOWELL,Mackenzie,,rédacteur,Conservateur,928,59.3,1
1867-08-07,Gen,1,Ontario,HASTINGS-NORD,WALLBRIDGE,,,,Inconnu,636,40.64,0
1867-08-07,Gen,1,Ontario,HASTINGS-NORD,MCLEAN,,,,Inconnu,1,0.06,0
1867-08-07,Gen,1,Ontario,HASTINGS-OUEST,BROWN,James,,homme d'affaires,Conservateur,773,71.18,1
1867-08-07,Gen,1,Ontario,HASTINGS-OUEST,HOLDEN,,,médecin,Inconnu,313,28.82,0
1867-08-07,Gen,1,Ontario,HURON-NORD,WHITEHEAD,Joseph,,entrepreneur ferroviaire,Libéral,1940,49.33,1
1867-08-07,Gen,1,Ontario,HURON-NORD,HOLMES,,,,Inconnu,1318,33.51,0
1867-08-07,Gen,1,Ontario,HURON-NORD,SLOAN,,,médecin,Inconnu,675,17.16,0
1867-08-07,Gen,1,Ontario,HURON-SUD,CAMERON,Malcolm Collin,,avocat,Libéral,1624,52.76,1
1867-08-07,Gen,1,Ontario,HURON-SUD,RITCHIE,,,,Inconnu,1453,47.21,0
1867-08-07,Gen,1,Ontario,HURON-SUD,SILLS,,,,Inconnu,1,0.03,0
1867-08-07,Gen,1,Ontario,KENT,STEPHENSON,Rufus,,rédacteur,Conservateur,1524,51.64,1
1867-08-07,Gen,1,Ontario,KENT,MCKELLAR,,,,Inconnu,1427,48.36,0
1867-08-07,Gen,1,Ontario,KINGSTON,MACDONALD,"Hon. Sir John A., K.",,avocat,Libéral-conservateur,735,83.81,1
1867-08-07,Gen,1,Ontario,KINGSTON,STEWART,John,,médecin,Inconnu,142,16.19,0
1867-08-07,Gen,1,Ontario,LAMBTON,MACKENZIE,Alexander,,entrepreneur,Libéral,1999,60.39,1
1867-08-07,Gen,1,Ontario,LAMBTON,VIDAL,,,arpenteur-géomètre,Conservateur,1311,39.61,0
1867-08-07,Gen,1,Ontario,LANARK-NORD,MACDOUGALL,"Hon. William, C.B.",,avocat,Libéral-conservateur,accl.,,1
1867-08-07,Gen,1,Ontario,LANARK-SUD,MORRIS,Alexander,,avocat,Conservateur,accl.,,1
1867-08-07,Gen,1,Ontario,LEEDS-NORD ET GRENVILLE-NORD,JONES,Francis,,ingénieur civil,Conservateur,923,51.85,1
1867-08-07,Gen,1,Ontario,LEEDS-NORD ET GRENVILLE-NORD,MONTGOMERY,,,,Inconnu,857,48.15,0
1867-08-07,Gen,1,Ontario,LEEDS-SUD,CRAWFORD,John,,avocat,Conservateur,1393,50.53,1
1867-08-07,Gen,1,Ontario,LEEDS-SUD,RICHARDS,,,avocat,Inconnu,1364,49.47,0
1867-08-07,Gen,1,Ontario,LENNOX,CARTWRIGHT,Richard John,,homme d'affaires,Conservateur,1268,53.05,1
1867-08-07,Gen,1,Ontario,LENNOX,GRANGE,,,,Inconnu,1122,46.95,0
1867-08-07,Gen,1,Ontario,LINCOLN,BENSON,Hon. James Rea,,meunier,Libéral-conservateur,accl.,,1
1867-08-07,Gen,1,Ontario,LONDON,CARLING,Hon. John,,brasseur,Libéral-conservateur,1114,80.72,1
1867-08-07,Gen,1,Ontario,LONDON,PEACOCK,,,,Inconnu,266,19.28,0
1867-08-07,Gen,1,Ontario,MIDDLESEX-EST,WILSON,Crowell,,agriculteur,Libéral-conservateur,1896,51.92,1
1867-08-07,Gen,1,Ontario,MIDDLESEX-EST,MCFIE,,,,Indépendant,1756,48.08,0
1867-08-07,Gen,1,Ontario,MIDDLESEX-NORD,SCATCHERD,Thomas,,avocat,Libéral,1605,64.74,1
1867-08-07,Gen,1,Ontario,MIDDLESEX-NORD,WATSON,,,,Inconnu,874,35.26,0
1867-08-07,Gen,1,Ontario,MIDDLESEX-OUEST,MCDONALD,Angus Peter,,entrepreneur,Conservateur,1063,50.45,1
1867-08-07,Gen,1,Ontario,MIDDLESEX-OUEST,BILLINGTON,,,,Inconnu,1044,49.55,0
1867-08-07,Gen,1,Ontario,MONCK,MCCALLUM,Lachlin,,entrepreneur de construction navale,Libéral-conservateur,1126,56.38,1
1867-08-07,Gen,1,Ontario,MONCK,FRASER,,,médecin,Inconnu,871,43.62,0
1867-08-07,Gen,1,Ontario,NIAGARA,MORRISON,Angus,,avocat,Conservateur,300,54.55,1
1867-08-07,Gen,1,Ontario,NIAGARA,THOMSON,,,,Inconnu,250,45.45,0
1867-08-07,Gen,1,Ontario,NORFOLK-NORD,WALSH,Aquila,,ingénieur civil,Conservateur,1026,50.89,1
1867-08-07,Gen,1,Ontario,NORFOLK-NORD,DUNCOMBE,,,médecin,Inconnu,990,49.11,0
1867-08-07,Gen,1,Ontario,NORFOLK-SUD,LAWSON,Peter,,tanneur,Libéral,1050,52.01,1
1867-08-07,Gen,1,Ontario,NORFOLK-SUD,WALKER,,,,Inconnu,969,47.99,0
1867-08-07,Gen,1,Ontario,NORTHUMBERLAND-EST,KEELER,Joseph,,marchand de grains et de bois,Libéral-conservateur,1607,66.02,1
1867-08-07,Gen,1,Ontario,NORTHUMBERLAND-EST,MCKENZIE,,,avocat,Inconnu,827,33.98,0
1867-08-07,Gen,1,Ontario,NORTHUMBERLAND-EST,MEYERS,,,,Inconnu,0,0,0
1867-08-07,Gen,1,Ontario,NORTHUMBERLAND-OUEST,COCKBURN,Hon. James,,avocat,Conservateur,accl.,,1
1867-08-07,Gen,1,Ontario,ONTARIO-NORD,THOMPSON,John Auld,,commissaire de la cour,Libéral,1628,54.45,1
1867-08-07,Gen,1,Ontario,ONTARIO-NORD,CAMERON,Hon. M.C.,,marchand de bois,Libéral,1362,45.55,0
1867-08-07,Gen,1,Ontario,ONTARIO-SUD,GIBBS,Thomas Nicholson,,marchand,Libéral-conservateur,1292,51.37,1
1867-08-07,Gen,1,Ontario,ONTARIO-SUD,BROWN,Hon. Geo.,,,Inconnu,1223,48.63,0
1867-08-07,Gen,1,Ontario,OTTAWA (CITÉ D'),CURRIER,Joseph Merrill,,marchand de bois,Libéral-conservateur,974,96.92,1
1867-08-07,Gen,1,Ontario,OTTAWA (CITÉ D'),GIBB,,,,Inconnu,25,2.49,0
1867-08-07,Gen,1,Ontario,OTTAWA (CITÉ D'),MCGILLIVRAY,,,,Inconnu,5,0.5,0
1867-08-07,Gen,1,Ontario,OTTAWA (CITÉ D'),MARTINEAU,,,,Inconnu,1,0.1,0
1867-08-07,Gen,1,Ontario,OTTAWA (CITÉ D'),DICKINSON,,,,Inconnu,0,0,0
1867-08-07,Gen,1,Ontario,OTTAWA (CITÉ D'),THOMPSON,,,,Inconnu,0,0,0
1867-08-07,Gen,1,Ontario,OXFORD-NORD,OLIVER,Thomas,,instituteur,Libéral,accl.,,1
1867-08-07,Gen,1,Ontario,OXFORD-SUD,BODWELL,Ebenezer Vining,,marchand,Libéral,accl.,,1
1867-08-07,Gen,1,Ontario,PEEL,CAMERON,Hon. John Hillyard,,avocat,Conservateur,1138,51.4,1
1867-08-07,Gen,1,Ontario,PEEL,BARBER,,,,Inconnu,1076,48.6,0
1867-08-07,Gen,1,Ontario,PERTH-NORD,REDFORD,James,,marchand de bois,Libéral,1515,53.69,1
1867-08-07,Gen,1,Ontario,PERTH-NORD,DALY,,,entrepreneur,Libéral-conservateur,1307,46.31,0
1867-08-07,Gen,1,Ontario,PERTH-NORD,GREY,,,,Inconnu,0,0,0
1867-08-07,Gen,1,Ontario,PERTH-SUD,MACFARLANE,Robert,,avocat,Libéral,1490,51.68,1
1867-08-07,Gen,1,Ontario,PERTH-SUD,GUEST,,,,Inconnu,1393,48.32,0
1867-08-07,Gen,1,Ontario,PETERBOROUGH-EST,GROVER,Peregrine Maitland,,agriculteur,Conservateur,956,59.75,1
1867-08-07,Gen,1,Ontario,PETERBOROUGH-EST,ANDERSON,,,,Inconnu,644,40.25,0
1867-08-07,Gen,1,Ontario,PETERBOROUGH-OUEST,PERRY,Charles,,marchand de bois,Conservateur,681,51.09,1
1867-08-07,Gen,1,Ontario,PETERBOROUGH-OUEST,GORDON,,,,Inconnu,652,48.91,0
1867-08-07,Gen,1,Ontario,PRESCOTT,HAGAR,Albert,,marchand,Libéral,1205,90.26,1
1867-08-07,Gen,1,Ontario,PRESCOTT,HIGGINSON,,,,Inconnu,130,9.74,0
1867-08-07,Gen,1,Ontario,PRINCE EDOUARD,ROSS,Walter,,marchand,Libéral,1779,65.38,1
1867-08-07,Gen,1,Ontario,PRINCE EDOUARD,MCCUAIG,J.S.,,homme d'affaires,Conservateur,942,34.62,0
1867-08-07,Gen,1,Ontario,RENFREW-NORD,RANKIN,John,,marchand,Conservateur,613,53.77,1
1867-08-07,Gen,1,Ontario,RENFREW-NORD,MURRAY,,,,Inconnu,527,46.23,0
1867-08-07,Gen,1,Ontario,RENFREW-SUD,MCLACHLIN,Daniel,,marchand de bois,Libéral,accl.,,1
1867-08-07,Gen,1,Ontario,RUSSELL,GRANT,James Alexander,,médecin,Conservateur,1293,65.04,1
1867-08-07,Gen,1,Ontario,RUSSELL,BELL,,,,Inconnu,695,34.96,0
1867-08-07,Gen,1,Ontario,SIMCOE-NORD,MCCONKEY,Thomas David,,marchand,Libéral,accl.,,1
1867-08-07,Gen,1,Ontario,SIMCOE-SUD,LITTLE,William Carruthers,,agriculteur,Libéral-conservateur,1411,57.22,1
1867-08-07,Gen,1,Ontario,SIMCOE-SUD,SAUNDERS,,,,Inconnu,1055,42.78,0
1867-08-07,Gen,1,Ontario,STORMONT,AULT,Samuel,,gardien,Libéral-conservateur,955,72.46,1
1867-08-07,Gen,1,Ontario,STORMONT,SINCLAIR,,,,Inconnu,363,27.54,0
1867-08-07,Gen,1,Ontario,TORONTO-EST,BEATTY,James,,marchand,Conservateur,1113,53.15,1
1867-08-07,Gen,1,Ontario,TORONTO-EST,AIKINS,,,,Inconnu,980,46.8,0
1867-08-07,Gen,1,Ontario,TORONTO-EST,ALLEN,,,,Inconnu,1,0.05,0
1867-08-07,Gen,1,Ontario,TORONTO-OUEST,HARRISON,Robert Alexander,,avocat,Conservateur,1477,58.5,1
1867-08-07,Gen,1,Ontario,TORONTO-OUEST,MACDONALD,,,homme d'affaires,Libéral indépendant,1048,41.5,0
1867-08-07,Gen,1,Ontario,VICTORIA-NORD,MORRISON,John,,marchand,Libéral,687,63.03,1
1867-08-07,Gen,1,Ontario,VICTORIA-NORD,CAMERON,,,,Inconnu,403,36.97,0
1867-08-07,Gen,1,Ontario,VICTORIA-SUD,KEMPT,George,,marchand de bois,Libéral,1001,55.55,1
1867-08-07,Gen,1,Ontario,VICTORIA-SUD,CAMERON,H.,,,Inconnu,801,44.45,0
1867-08-07,Gen,1,Ontario,WATERLOO-NORD,BOWMAN,Isaac Erb,,homme d'affaires,Libéral,accl.,,1
1867-08-07,Gen,1,Ontario,WATERLOO-SUD,YOUNG,James,,journaliste,Libéral,1324,58.02,1
1867-08-07,Gen,1,Ontario,WATERLOO-SUD,COWAN,James,,,Inconnu,958,41.98,0
1867-08-07,Gen,1,Ontario,WELLAND,STREET,Thomas Clark,,avocat,Conservateur,accl.,,1
1867-08-07,Gen,1,Ontario,WELLINGTON-CENTRE,PARKER,Thomas Sutherland,,médecin,Libéral,accl.,,1
1867-08-07,Gen,1,Ontario,WELLINGTON-NORD,DREW,George Alexander,,avocat,Libéral-conservateur,1493,54.02,1
1867-08-07,Gen,1,Ontario,WELLINGTON-NORD,FOLEY,,,journaliste,Inconnu,1271,45.98,0
1867-08-07,Gen,1,Ontario,WELLINGTON-SUD,STIRTON,David,,magistrat,Libéral,963,59.63,1
1867-08-07,Gen,1,Ontario,WELLINGTON-SUD,STONE,,,,Inconnu,652,40.37,0
1867-08-07,Gen,1,Ontario,WENTWORTH-NORD,MCMONIES,James,,"marchand, industriel du sciage",Libéral,1154,51.36,1
1867-08-07,Gen,1,Ontario,WENTWORTH-NORD,BROWN,,,,Inconnu,1093,48.64,0
1867-08-07,Gen,1,Ontario,WENTWORTH-SUD,RYMAL,Joseph,,agriculteur,Libéral,1015,50.67,1
1867-08-07,Gen,1,Ontario,WENTWORTH-SUD,ROBERTSON,,,,Inconnu,988,49.33,0
1867-08-07,Gen,1,Ontario,YORK-EST,METCALFE,James,,entrepreneur,Libéral,1174,55.61,1
1867-08-07,Gen,1,Ontario,YORK-EST,MILNE,,,,Inconnu,937,44.39,0
1867-08-07,Gen,1,Ontario,YORK-NORD,WELLS,James Pearson,,agriculteur,Libéral,accl.,,1
1867-08-07,Gen,1,Ontario,YORK-OUEST,HOWLAND,"Hon. William Pierce,",,homme d'affaires,Libéral-conservateur,810,73.17,1
1867-08-07,Gen,1,Ontario,YORK-OUEST,HUBERTUS,,,,Inconnu,297,26.83,0
1867-08-07,Gen,1,Ontario,YORK-OUEST,BLAIN,,,,Inconnu,0,0,0
1867-08-07,Gen,1,Québec,ARGENTEUIL,ABBOTT,Hon. John Joseph Cal,,avocat,Libéral-conservateur,693,53.8,1
1867-08-07,Gen,1,Québec,ARGENTEUIL,HUTCHINS,B.,,,Inconnu,595,46.2,0
1867-08-07,Gen,1,Québec,BAGOT,GENDRON,Pierre-Samuel,,notaire,Conservateur,1156,56.53,1
1867-08-07,Gen,1,Québec,BAGOT,LAFRAMBOISE,Hon. Maurice,,,Inconnu,889,43.47,0
1867-08-07,Gen,1,Québec,BEAUCE,POZER,Christian Henry,,avocat,Libéral,1180,65.23,1
