Date d'élection,Type d'élection,Parlement,Province,Circonscription,Nom,Prénom,Sexe,Occupation,Parti,Votes,Votes (%),Élu(e)
1896-07-30,B/P,8,Ontario,YORK-NORD,MULOCK,Wm.,,avocat,Libéral,accl.,,1
1896-07-30,B/P,8,Québec,BROME,FISHER,Hon. Sydney Arthur,,agriculteur,Libéral,accl.,,1
1896-07-30,B/P,8,Québec,PORTNEUF,JOLY de LOTBINIÈRE,Hon. Sir Henri,,avocat,Libéral,accl.,,1
1896-07-30,B/P,8,Québec,QUÉBEC (COMTÉ DE),FITZPATRICK,Hon. Chas.,,avocat,Libéral,accl.,,1
1896-07-30,B/P,8,Québec,QUÉBEC-EST,LAURIER,Hon. Wilfrid,,avocat,Libéral,accl.,,1
1896-08-03,B/P,8,Québec,SAINT-JEAN--IBERVILLE,TARTE,Hon. J.I.,,notaire public,Libéral,accl.,,1
1896-08-05,B/P,8,Nouvelle-Écosse,SHELBURNE ET QUEEN'S,FIELDING,Hon. W.S.,,journaliste,Libéral,accl.,,1
1896-08-25,B/P,8,Nouveau-Brunswick,SUNBURY--QUEEN'S,BLAIR,Hon. A.G.,,avocat,Libéral,2310,57.81,1
1896-08-25,B/P,8,Nouveau-Brunswick,SUNBURY--QUEEN'S,WILMOT,R.D.,,homme d'affaires,Conservateur,1686,42.19,0
1896-08-25,B/P,8,Ontario,GREY-NORD,PATERSON,Hon. Wm.,,industriel,Libéral,2840,54.03,1
1896-08-25,B/P,8,Ontario,GREY-NORD,MCLAUGHLAN,Jas.,,,Conservateur,2416,45.97,0
1896-11-27,B/P,8,Manitoba,BRANDON,SIFTON,Hon. Clifford,,avocat,Libéral,accl.,,1
1896-12-19,B/P,8,Ontario,CORNWALL ET STORMONT,SNETSINGER,J.G.,,marchand,Libéral,2617,56.38,1
1896-12-19,B/P,8,Ontario,CORNWALL ET STORMONT,LEITCH,James,,,Conservateur,2025,43.62,0
1896-12-19,B/P,8,Territoires du Nord-Ouest,SASKATCHEWAN (DISTRICT PROVISOIRE),DAVIS,T.O.,,marchand,Libéral,1060,54.75,1
1896-12-19,B/P,8,Territoires du Nord-Ouest,SASKATCHEWAN (DISTRICT PROVISOIRE),MCPHAIL,J.R.,,,Conservateur,876,45.25,0
1897-02-04,B/P,8,Ontario,BRANT-SUD,HEYD,C.B.,,épicier,Libéral,2787,53.67,1
1897-02-04,B/P,8,Ontario,BRANT-SUD,HENRY,Robert,,épicier,Conservateur,2406,46.33,0
1897-02-04,B/P,8,Ontario,ONTARIO-NORD,GRAHAM,Duncan,,agriculteur,Libéral indépendant,2414,50.18,1
1897-02-04,B/P,8,Ontario,ONTARIO-NORD,MCLEOD,Angus,,marchand de bois,Conservateur,2397,49.82,0
1897-02-04,B/P,8,Ontario,SIMCOE-EST,BENNETT,W.H.,,avocat,Conservateur,3236,50.98,1
1897-02-04,B/P,8,Ontario,SIMCOE-EST,COOK,H.H.,,homme d'affaires,Libéral,3111,49.02,0
1897-03-17,B/P,8,Québec,BONAVENTURE,GUITE,J.F.,,marchand général,Libéral,1908,63.1,1
1897-03-17,B/P,8,Québec,BONAVENTURE,CYR,Charles,,,Conservateur,1116,36.9,0
1897-03-23,B/P,8,Québec,WRIGHT,CHAMPAGNE,L.N.,,avocat,Libéral,2842,57.89,1
1897-03-23,B/P,8,Québec,WRIGHT,MCDOUGALL,J.M.,,,Conservateur,2067,42.11,0
1897-04-07,B/P,8,Québec,CHAMPLAIN,MARCOTTE,F.A.,,médecin,Conservateur,2314,51.41,1
1897-04-07,B/P,8,Québec,CHAMPLAIN,TRUDEL,F.X.A.,,,Libéral,2187,48.59,0
1897-04-20,B/P,8,Nouvelle-Écosse,COLCHESTER,MCCLURE,F.,,avocat,Libéral,2350,50.06,1
1897-04-20,B/P,8,Nouvelle-Écosse,COLCHESTER,MUIR,D.H.,,,Conservateur,2344,49.94,0
1897-04-27,B/P,8,Île-du-Prince-Édouard,PRINCE-OUEST,PERRY,S.F.,,agriculteur,Libéral,1614,51.38,1
1897-04-27,B/P,8,Île-du-Prince-Édouard,PRINCE-OUEST,HACKETT,Ed.,,marchand,Libéral-conservateur,1527,48.62,0
1897-04-27,B/P,8,Manitoba,MACDONALD,RUTHERFORD,J.G.,,vétérinaire,Libéral,2619,55.7,1
1897-04-27,B/P,8,Manitoba,MACDONALD,MCKENZIE,Kenneth,,,Conservateur,2083,44.3,0
1897-04-27,B/P,8,Manitoba,WINNIPEG,JAMIESON,R.W.,,avocat,Libéral,2326,65.8,1
1897-04-27,B/P,8,Manitoba,WINNIPEG,TAYLOR,E.L.,,,Conservateur,1209,34.2,0
1897-11-06,B/P,8,Québec,RIMOUSKI,ROSS,J.A.,,médecin,Libéral,accl.,,1
1897-11-06,B/P,8,Québec,TÉMISCOUATA,GAUVREAU,C.A.,,notaire,Libéral,accl.,,1
1897-11-13,B/P,8,Québec,DRUMMOND--ARTHABASKA,LAVERGNE,Louis,,notaire,Libéral,3022,68.74,1
1897-11-13,B/P,8,Québec,DRUMMOND--ARTHABASKA,NOEL,Auguste,,,Conservateur,1374,31.26,0
1897-11-30,B/P,8,Ontario,TORONTO-CENTRE,BERTRAM,G.H.,,homme d'affaires,Libéral,2212,52.99,1
1897-11-30,B/P,8,Ontario,TORONTO-CENTRE,HOWLAND,O.A.,,,Conservateur,1962,47.01,0
1897-12-21,B/P,8,Québec,NICOLET,Leduc,J.H.,,marchand général,Libéral,2265,52.88,1
1897-12-21,B/P,8,Québec,NICOLET,BEAUCHESNE,J.U.,,,Conservateur,2018,47.12,0
1898-01-24,B/P,8,Québec,QUÉBEC-CENTRE,MALOUIN,Albert,,avocat,Libéral,accl.,,1
1898-04-13,B/P,8,Île-du-Prince-Édouard,PRINCE-OUEST,MCLELLAN,B.D.,,instituteur,Libéral,1828,54.73,1
1898-04-13,B/P,8,Île-du-Prince-Édouard,PRINCE-OUEST,HACKETT,Ed.,,marchand,Libéral-conservateur,1512,45.27,0
1898-12-14,B/P,8,Île-du-Prince-Édouard,PRINCE-EST,BELL,J.H.,,avocat,Libéral,1979,50.58,1
1898-12-14,B/P,8,Île-du-Prince-Édouard,PRINCE-EST,LEFURGEY,A.A.,,avocat,Conservateur,1934,49.42,0
1898-12-14,B/P,8,Ontario,LAMBTON-OUEST,JOHNSTON,T.G.,,médecin,Libéral,2365,63.34,1
1898-12-14,B/P,8,Ontario,LAMBTON-OUEST,FARRELL,John,,,Conservateur,1369,36.66,0
1898-12-14,B/P,8,Ontario,SIMCOE-NORD,MCCARTHY,L.G.,,avocat,Indépendant,1772,52.75,1
1898-12-14,B/P,8,Ontario,SIMCOE-NORD,MARTIN,James,,,Conservateur,1587,47.25,0
1898-12-14,B/P,8,Québec,BAGOT,MARCILE,J.E.,,marchand,Libéral,1431,50.83,1
1898-12-14,B/P,8,Québec,BAGOT,BRODEUR,L.T.,,,Conservateur,1384,49.17,0
1898-12-14,B/P,8,Québec,MONTMAGNY,MARTINEAU,P.R.L.,,protonotaire,Libéral,1019,67.57,1
1898-12-14,B/P,8,Québec,MONTMAGNY,BLOUIN,A.,,,Conservateur,489,32.43,0
1899-02-21,B/P,8,Ontario,HURON-OUEST,HOLMES,Robert,,imprimeur et éditeur,Libéral,2274,51.59,1
1899-02-21,B/P,8,Ontario,HURON-OUEST,MCLEAN,Robert,,,Conservateur,2134,48.41,0
1899-03-22,B/P,8,Québec,LÉVIS,DEMERS,L.J.,,marchand,Libéral,accl.,,1
1899-04-20,B/P,8,Ontario,BROCKVILLE,COMSTOCK,W.H.,,fabricant de médicaments,Libéral,1881,52.93,1
1899-04-20,B/P,8,Ontario,BROCKVILLE,WHITE,Hon. Peter,,,Conservateur,1673,47.07,0
1900/01/18,B/P,8,Ontario,ONTARIO-OUEST,GOULD,I.J.,,agriculteur,Libéral,accl.,,1
1900/01/18,B/P,8,Québec,BERTHIER,ARCHAMBAULT,J.E.,,notaire,Libéral,accl.,,1
1900/01/18,B/P,8,Québec,CHAMBLY--VERCHÈRES,GEOFFRION,Victor,,avocat,Libéral,accl.,,1
1900/01/18,B/P,8,Québec,LABELLE,BOURASSA,Henri,,rédacteur,Indépendant,accl.,,1
1900/01/25,B/P,8,Manitoba,WINNIPEG,PUTTEE,A.W.,,rédacteur,Travailliste,2431,50.08,1
1900/01/25,B/P,8,Manitoba,WINNIPEG,MARTIN,E.D.,,,Libéral,2423,49.92,0
1900/01/25,B/P,8,Québec,LOTBINIÈRE,FORTIER,Edmond,,instituteur,Libéral,1496,53.05,1
1900/01/25,B/P,8,Québec,LOTBINIÈRE,BOISVERT,J.H.,,,Conservateur,1324,46.95,0
1900/01/25,B/P,8,Québec,SHERBROOKE (VILLE DE),MCINTOSH,John,,agriculteur,Conservateur,1397,51.78,1
1900/01/25,B/P,8,Québec,SHERBROOKE (VILLE DE),LE BARON,George Albert,,,Libéral,1301,48.22,0
1900/07/04,B/P,8,Québec,SAINT-HYACINTHE,BERNIER,M.E.,,homme d'affaires,Libéral,accl.,,1
1900/11/07,Gen,9,Colombie-Britannique,BURRARD,MAXWELL,George R.,,ministre du culte,Libéral,2716,56.52,1
1900/11/07,Gen,9,Colombie-Britannique,BURRARD,GARDEN,James F.,,,Conservateur,2089,43.48,0
1900/11/07,Gen,9,Colombie-Britannique,NEW WESTMINSTER,MORRISON,Aulay,,avocat,Libéral,1772,52.13,1
1900/11/07,Gen,9,Colombie-Britannique,NEW WESTMINSTER,DEWDNEY,Hon. Edgar,,,Conservateur,1627,47.87,0
1900/11/07,Gen,9,Colombie-Britannique,VANCOUVER,SMITH,Ralph,,mineur,Libéral,1256,42.49,1
1900/11/07,Gen,9,Colombie-Britannique,VANCOUVER,WOLLEY,Clive Phillips,,,Conservateur,868,29.36,0
1900/11/07,Gen,9,Colombie-Britannique,VANCOUVER,SLOAN,William,,,Libéral,832,28.15,0
1900/11/07,Gen,9,Colombie-Britannique,VICTORIA,PRIOR,Hon. Edward Gawlor,,ingénieur minier,Conservateur,1872,26.96,1
1900/11/07,Gen,9,Colombie-Britannique,VICTORIA,EARLE,Thomas,,homme d'affaires,Conservateur,1775,25.56,1
1900/11/07,Gen,9,Colombie-Britannique,VICTORIA,DRURY,Richard Low,,,Libéral,1657,23.86,0
1900/11/07,Gen,9,Colombie-Britannique,VICTORIA,RILEY,George,,marchand,Libéral,1640,23.62,0
1900/11/07,Gen,9,Colombie-Britannique,YALE--CARIBOU,GALLIHER,Wm. A.,,avocat,Libéral,3112,37.28,1
1900/11/07,Gen,9,Colombie-Britannique,YALE--CARIBOU,FOLEY,C.,,,Travailliste,2652,31.77,0
1900/11/07,Gen,9,Colombie-Britannique,YALE--CARIBOU,MCKANE,John,,,Conservateur,2583,30.95,0
1900/11/07,Gen,9,Île-du-Prince-Édouard,KING'S,HUGHES,James J.,,marchand,Libéral,2210,52.87,1
1900/11/07,Gen,9,Île-du-Prince-Édouard,KING'S,MACDONALD,Augustine C.,,marchand,Conservateur,1970,47.13,0
1900/11/07,Gen,9,Île-du-Prince-Édouard,PRINCE-EST,LEFURGEY,Alfred A.,,avocat,Conservateur,2272,52.6,1
1900/11/07,Gen,9,Île-du-Prince-Édouard,PRINCE-EST,BELL,John Howatt,,avocat,Libéral,2047,47.4,0
1900/11/07,Gen,9,Île-du-Prince-Édouard,PRINCE-OUEST,HACKETT,Edward,,marchand,Libéral-conservateur,1854,50.12,1
1900/11/07,Gen,9,Île-du-Prince-Édouard,PRINCE-OUEST,MCLELLAN,Bernard Donald,,instituteur,Libéral,1845,49.88,0
1900/11/07,Gen,9,Île-du-Prince-Édouard,QUEEN'S OUEST,DAVIES,Sir Louis H.,,avocat,Libéral,2528,58.5,1
1900/11/07,Gen,9,Île-du-Prince-Édouard,QUEEN'S OUEST,STEWART,William S.,,,Conservateur,1793,41.5,0
1900/11/07,Gen,9,Île-du-Prince-Édouard,QUEEN'S-EST,MCKINNON,D.A.,,avocat,Libéral,2257,50.08,1
1900/11/07,Gen,9,Île-du-Prince-Édouard,QUEEN'S-EST,MARTIN,Alexander,,agriculteur,Conservateur,2250,49.92,0
1900/11/07,Gen,9,Manitoba,BRANDON,SIFTON,Hon. Clifford,,avocat,Libéral,5011,53.58,1
1900/11/07,Gen,9,Manitoba,BRANDON,MACDONALD,Hon. Hugh John,,,Conservateur,4342,46.42,0
1900/11/07,Gen,9,Manitoba,LISGAR,RICHARDSON,Robert Lorne,,rédacteur,Indépendant,3392,51.91,1
1900/11/07,Gen,9,Manitoba,LISGAR,WINKLER,Valentine,,,Libéral,3143,48.09,0
1900/11/07,Gen,9,Manitoba,MACDONALD,BOYD,Nathaniel,,télégraphiste,Conservateur,3866,51.03,1
1900/11/07,Gen,9,Manitoba,MACDONALD,RUTHERFORD,John G.,,vétérinaire,Libéral,3710,48.97,0
1900/11/07,Gen,9,Manitoba,MARQUETTE,ROCHE,William James,,médecin,Conservateur,2809,54.06,1
1900/11/07,Gen,9,Manitoba,MARQUETTE,THOMPSON,J.W.,,,Libéral,2387,45.94,0
1900/11/07,Gen,9,Manitoba,PROVENCHER,LARIVIÈRE,A.A.C.,,rédacteur,Conservateur,1528,50.73,1
1900/11/07,Gen,9,Manitoba,PROVENCHER,BERTRAND,S.A.D.,,,Libéral,1484,49.27,0
1900/11/07,Gen,9,Manitoba,SELKIRK,McCreary,William Forsythe,,avocat,Libéral,2172,50.01,1
1900/11/07,Gen,9,Manitoba,SELKIRK,HASLAM,John Heber,,,Conservateur,2171,49.99,0
1900/11/07,Gen,9,Manitoba,WINNIPEG,PUTTEE,Arthur W.,,rédacteur,Travailliste indépendant,3441,60.38,1
1900/11/07,Gen,9,Manitoba,WINNIPEG,MARTIN,Ed. Daniel,,,Indépendant,2258,39.62,0
1900/11/07,Gen,9,Nouveau-Brunswick,ALBERT,LEWIS,William J.,,médecin,Libéral,1276,52.38,1
1900/11/07,Gen,9,Nouveau-Brunswick,ALBERT,WELDON,Richard C.,,avocat,Conservateur,1160,47.62,0
1900/11/07,Gen,9,Nouveau-Brunswick,CARLETON,HALE,Frederick Harding,,marchand de bois,Libéral-conservateur,2714,52.46,1
1900/11/07,Gen,9,Nouveau-Brunswick,CARLETON,CARVELL,Frank Broadstreet,,avocat,Libéral,2459,47.54,0
1900/11/07,Gen,9,Nouveau-Brunswick,CHARLOTTE,GANONG,Gilbert White,,instituteur,Libéral-conservateur,2785,55.81,1
1900/11/07,Gen,9,Nouveau-Brunswick,CHARLOTTE,ARMSTRONG,Robert Edwin,,,Libéral,2205,44.19,0
1900/11/07,Gen,9,Nouveau-Brunswick,GLOUCESTER,TURGEON,Onésiphore,,journaliste,Libéral,2311,59.96,1
1900/11/07,Gen,9,Nouveau-Brunswick,GLOUCESTER,BLANCHARD,Théotime,,agriculteur,Conservateur,1315,34.12,0
1900/11/07,Gen,9,Nouveau-Brunswick,GLOUCESTER,HARRIS,R. Carr,,,Indépendant,228,5.92,0
1900/11/07,Gen,9,Nouveau-Brunswick,KENT,LEBLANC,Olivier J.,,agriculteur,Libéral,2447,57.4,1
1900/11/07,Gen,9,Nouveau-Brunswick,KENT,MCINERNEY,George Valentine,,avocat,Conservateur,1816,42.6,0
1900/11/07,Gen,9,Nouveau-Brunswick,KING'S,FOWLER,George W.,,avocat,Conservateur,2566,51.85,1
1900/11/07,Gen,9,Nouveau-Brunswick,KING'S,DOMVILLE,James,,marchand,Libéral,2383,48.15,0
1900/11/07,Gen,9,Nouveau-Brunswick,NORTHUMBERLAND,ROBINSON,James,,marchand,Conservateur,2404,55.79,1
1900/11/07,Gen,9,Nouveau-Brunswick,NORTHUMBERLAND,MORRISSY,John,,marchand,Libéral,1905,44.21,0
1900/11/07,Gen,9,Nouveau-Brunswick,RESTIGOUCHE,REID,James,,marchand,Libéral,1221,62.14,1
1900/11/07,Gen,9,Nouveau-Brunswick,RESTIGOUCHE,MCALLISTER,John,,,Conservateur,744,37.86,0
1900/11/07,Gen,9,Nouveau-Brunswick,SAINT-JEAN (CITÉ DE),BLAIR,Hon. Andrew George,,avocat,Libéral,4520,56.2,1
1900/11/07,Gen,9,Nouveau-Brunswick,SAINT-JEAN (CITÉ DE),FOSTER,Hon. George Eulas,,professeur,Conservateur,3523,43.8,0
1900/11/07,Gen,9,Nouveau-Brunswick,SAINT-JEAN (CITÉ ET COMTÉ DE),TUCKER,Joseph John,,homme d'affaires,Libéral,5449,53.83,1
1900/11/07,Gen,9,Nouveau-Brunswick,SAINT-JEAN (CITÉ ET COMTÉ DE),STOCKTON,Alfred Augustus,,avocat,Conservateur,4673,46.17,0
1900/11/07,Gen,9,Nouveau-Brunswick,SUNBURY--QUEEN'S,WILMOT,Robert D.,,homme d'affaires,Conservateur,2143,53.43,1
1900/11/07,Gen,9,Nouveau-Brunswick,SUNBURY--QUEEN'S,WHITE,Albert S.,,,Libéral,1868,46.57,0
1900/11/07,Gen,9,Nouveau-Brunswick,VICTORIA,COSTIGAN,Hon. John,,juge,Libéral,accl.,,1
1900/11/07,Gen,9,Nouveau-Brunswick,WESTMORLAND,EMMERSON,Henry R.,,avocat,Libéral,4420,52.91,1
1900/11/07,Gen,9,Nouveau-Brunswick,WESTMORLAND,POWELL,Henry A.,,,Conservateur,3934,47.09,0
1900/11/07,Gen,9,Nouveau-Brunswick,YORK,GIBSON,"Alexander, Jr.",,homme d'affaires,Libéral,2937,50.66,1
1900/11/07,Gen,9,Nouveau-Brunswick,YORK,MCLEOD,Joseph,,,Conservateur Indépendant,2861,49.34,0
1900/11/07,Gen,9,Nouvelle-Écosse,ANNAPOLIS,WADE,Fletcher B.,,avocat,Libéral,1883,52.07,1
1900/11/07,Gen,9,Nouvelle-Écosse,ANNAPOLIS,MILLS,John B.,,avocat,Conservateur,1733,47.93,0
1900/11/07,Gen,9,Nouvelle-Écosse,ANTIGONISH,MCISAAC,Colin F.,,avocat,Libéral,1403,55.24,1
1900/11/07,Gen,9,Nouvelle-Écosse,ANTIGONISH,GIRROIR,E. Lavin,,,Conservateur,1137,44.76,0
1900/11/07,Gen,9,Nouvelle-Écosse,CAP BRETON,JOHNSTON,A.,,journaliste,Libéral,3922,25.99,1
1900/11/07,Gen,9,Nouvelle-Écosse,CAP BRETON,KENDALL,A.S.,,médecin,Libéral,3890,25.78,1
1900/11/07,Gen,9,Nouvelle-Écosse,CAP BRETON,TUPPER,Sir Charles,,médecin,Conservateur,3672,24.34,0
1900/11/07,Gen,9,Nouvelle-Écosse,CAP BRETON,MCDOUGALL,H.F.,,marchand,Libéral-conservateur,3604,23.89,0
1900/11/07,Gen,9,Nouvelle-Écosse,COLCHESTER,GOURLEY,Seymour E.,,avocat,Conservateur,2449,53.02,1
1900/11/07,Gen,9,Nouvelle-Écosse,COLCHESTER,MCCLURE,Firman,,,Libéral,2170,46.98,0
1900/11/07,Gen,9,Nouvelle-Écosse,CUMBERLAND,LOGAN,Hance J.,,avocat,Libéral,3742,52.8,1
1900/11/07,Gen,9,Nouvelle-Écosse,CUMBERLAND,CAHAN,Charles H.,,,Conservateur,3345,47.2,0
1900/11/07,Gen,9,Nouvelle-Écosse,DIGBY,COPP,Albert J.S.,,avocat,Libéral,1923,57.56,1
1900/11/07,Gen,9,Nouvelle-Écosse,DIGBY,JONES,J. Edgar,,,Conservateur,1418,42.44,0
1900/11/07,Gen,9,Nouvelle-Écosse,GUYSBOROUGH,FRASER,Duncan C.,,avocat,Libéral,1928,54.82,1
1900/11/07,Gen,9,Nouvelle-Écosse,GUYSBOROUGH,GREGORY,C. Ernest,,,Conservateur,1589,45.18,0
1900/11/07,Gen,9,Nouvelle-Écosse,HALIFAX,BORDEN,Robert L.,,avocat,Conservateur,5705,25.67,1
1900/11/07,Gen,9,Nouvelle-Écosse,HALIFAX,ROCHE,Wm.,,marchand de charbon,Libéral,5577,25.09,1
1900/11/07,Gen,9,Nouvelle-Écosse,HALIFAX,KENNY,Thos. E.,,marchand,Conservateur,5562,25.03,0
1900/11/07,Gen,9,Nouvelle-Écosse,HALIFAX,WALLACE,Wm. B.,,,Libéral,5380,24.21,0
1900/11/07,Gen,9,Nouvelle-Écosse,HANTS,RUSSELL,Benjamin,,avocat,Libéral,1882,50.21,1
1900/11/07,Gen,9,Nouvelle-Écosse,HANTS,PUTNAM,Alfred,,constructeur de navires,Conservateur,1866,49.79,0
1900/11/07,Gen,9,Nouvelle-Écosse,INVERNESS,MCLENNAN,Angus,,médecin,Libéral,2702,62.17,1
1900/11/07,Gen,9,Nouvelle-Écosse,INVERNESS,CAMERON,Hugh,,médecin,Conservateur,1644,37.83,0
1900/11/07,Gen,9,Nouvelle-Écosse,KINGS,BORDEN,Hon. Frederick W.,,médecin,Libéral,2233,54.16,1
1900/11/07,Gen,9,Nouvelle-Écosse,KINGS,WEBSTER,Barclay,,,Conservateur,1890,45.84,0
1900/11/07,Gen,9,Nouvelle-Écosse,LUNENBURG,KAULBACH,C.E.,,homme d'affaires,Conservateur,2896,52.94,1
1900/11/07,Gen,9,Nouvelle-Écosse,LUNENBURG,MACLEAN,A.K.,,avocat,Libéral,2574,47.06,0
1900/11/07,Gen,9,Nouvelle-Écosse,PICTOU,TUPPER,Hon. Sir Charles,,avocat,Conservateur,3624,25.52,1
1900/11/07,Gen,9,Nouvelle-Écosse,PICTOU,BELL,Adam Carr,,marchand,Conservateur,3615,25.46,1
1900/11/07,Gen,9,Nouvelle-Écosse,PICTOU,MACDONALD,Edward,,avocat,Libéral,3523,24.81,0
1900/11/07,Gen,9,Nouvelle-Écosse,PICTOU,MCGREGOR,James D.,,,Libéral,3438,24.21,0
1900/11/07,Gen,9,Nouvelle-Écosse,RICHMOND,MATHESON,Joseph,,marchand,Libéral,1092,56.52,1
1900/11/07,Gen,9,Nouvelle-Écosse,RICHMOND,GILLIES,Joseph A.,,avocat,Conservateur,840,43.48,0
1900/11/07,Gen,9,Nouvelle-Écosse,SHELBURNE ET QUEEN'S,FIELDING,Hon. W.S.,,journaliste,Libéral,2294,54.68,1
1900/11/07,Gen,9,Nouvelle-Écosse,SHELBURNE ET QUEEN'S,RITCHIE,J.J.,,,Conservateur,1901,45.32,0
1900/11/07,Gen,9,Nouvelle-Écosse,VICTORIA,ROSS,Hon. William,,marchand à la commission,Libéral,1072,57.73,1
1900/11/07,Gen,9,Nouvelle-Écosse,VICTORIA,MCCASKILL,Duncan A.,,,Conservateur,785,42.27,0
1900/11/07,Gen,9,Nouvelle-Écosse,YARMOUTH,FLINT,Thomas Barnard,,avocat,Libéral,1756,53.36,1
1900/11/07,Gen,9,Nouvelle-Écosse,YARMOUTH,CORNING,Thomas Edgar,,,Conservateur,1535,46.64,0
1900/11/07,Gen,9,Ontario,ADDINGTON,BELL,John W.,,instituteur et agriculteur,Conservateur,2442,56.07,1
1900/11/07,Gen,9,Ontario,ADDINGTON,MARTIN,Wm. A.,,,Libéral,1913,43.93,0
1900/11/07,Gen,9,Ontario,ALGOMA,DYMENT,A.E.,,marchand de bois,Libéral,3083,53.09,1
1900/11/07,Gen,9,Ontario,ALGOMA,BOYCE,A.C.,,avocat,Conservateur,2724,46.91,0
1900/11/07,Gen,9,Ontario,BOTHWELL,CLANCY,James,,agriculteur et marchand de bois,Conservateur,2547,51.18,1
1900/11/07,Gen,9,Ontario,BOTHWELL,GORDON,David A.,,,Libéral,2430,48.82,0
1900/11/07,Gen,9,Ontario,BRANT-SUD,HEYD,Charles B.,,épicier,Libéral,2494,52.15,1
1900/11/07,Gen,9,Ontario,BRANT-SUD,HENRY,Robert,,épicier,Conservateur,2288,47.85,0
1900/11/07,Gen,9,Ontario,BROCKVILLE,CULBERT,John,,marchand,Conservateur,1886,53.11,1
1900/11/07,Gen,9,Ontario,BROCKVILLE,DERBYSHIRE,D.,,marchand,Libéral,1665,46.89,0
1900/11/07,Gen,9,Ontario,BRUCE-EST,CARGILL,Henry,,marchand de bois,Conservateur,1806,50.6,1
1900/11/07,Gen,9,Ontario,BRUCE-EST,COUMANS,John,,,Libéral,1763,49.4,0
1900/11/07,Gen,9,Ontario,BRUCE-NORD,McNeill,Alex,,avocat,Libéral-conservateur,2065,50.01,1
1900/11/07,Gen,9,Ontario,BRUCE-NORD,CAMPBELL,J.E.,,,Libéral,2064,49.99,0
1900/11/07,Gen,9,Ontario,BRUCE-OUEST,TOLMIE,John,,salinier,Libéral,2147,58.66,1
1900/11/07,Gen,9,Ontario,BRUCE-OUEST,GEORGE,John,,,Conservateur,1513,41.34,0
1900/11/07,Gen,9,Ontario,CARDWELL,JOHNSTON,Robert,,agriculteur,Conservateur,1484,53.44,1
1900/11/07,Gen,9,Ontario,CARDWELL,STUBBS,William,,vétérinaire,Conservateur Indépendant,1293,46.56,0
1900/11/07,Gen,9,Ontario,CARLETON,KIDD,Edward,,agriculteur et fromager,Conservateur,1611,64.57,1
1900/11/07,Gen,9,Ontario,CARLETON,MCKELLAR,John,,,Libéral,884,35.43,0
1900/11/07,Gen,9,Ontario,CORNWALL ET STORMONT,PRINGLE,Robert A.,,avocat,Conservateur,2562,51.52,1
1900/11/07,Gen,9,Ontario,CORNWALL ET STORMONT,MULHERN,Ambrose F.,,,Libéral,2411,48.48,0
1900/11/07,Gen,9,Ontario,DUNDAS,BRODER,Andrew,,agriculteur,Conservateur,2376,52.87,1
1900/11/07,Gen,9,Ontario,DUNDAS,JOHNSTON,Adam,,,Libéral,2118,47.13,0
1900/11/07,Gen,9,Ontario,DURHAM-EST,WARD,Henry Alfred,,avocat,Conservateur,1661,53.39,1
1900/11/07,Gen,9,Ontario,DURHAM-EST,POWERS,Dr. L.B.,,,Libéral,1450,46.61,0
1900/11/07,Gen,9,Ontario,ELGIN-EST,INGRAM,Andrew B.,,agent d'immeubles,Libéral-conservateur,3076,51.26,1
1900/11/07,Gen,9,Ontario,ELGIN-EST,WILSON,John Henry,,médecin,Libéral,2925,48.74,0
1900/11/07,Gen,9,Ontario,ELGIN-OUEST,ROBINSON,Jabel,,marchand de bois,Indépendant,1805,38,1
1900/11/07,Gen,9,Ontario,ELGIN-OUEST,MCGUGAN,Angus Donald,,,Libéral,1765,37.16,0
1900/11/07,Gen,9,Ontario,ELGIN-OUEST,CASEY,George Elliott,,journaliste,Libéral indépendant,1180,24.84,0
1900/11/07,Gen,9,Ontario,ESSEX-NORD,SUTHERLAND,Robert Franklin,,avocat,Libéral,3046,56.08,1
1900/11/07,Gen,9,Ontario,ESSEX-NORD,WHITE,Solomon,,,Conservateur,2386,43.92,0
1900/11/07,Gen,9,Ontario,ESSEX-SUD,COWAN,Mahlon K.,,avocat,Libéral,2539,50.83,1
1900/11/07,Gen,9,Ontario,ESSEX-SUD,WIGLE,Lewis,,agriculteur,Conservateur,2456,49.17,0
1900/11/07,Gen,9,Ontario,FRONTENAC,CALVIN,Hiram A.,,homme d'affaires,Conservateur,1200,58.94,1
1900/11/07,Gen,9,Ontario,FRONTENAC,ROGERS,David Dixon,,agriculteur,Indépendant,836,41.06,0
1900/11/07,Gen,9,Ontario,GLENGARRY,SCHELL,Jacob T.,,marchand de bois,Libéral,2392,57.44,1
1900/11/07,Gen,9,Ontario,GLENGARRY,MCLENNAN,Roderick R.,,entrepreneur ferroviaire,Conservateur,1772,42.56,0
1900/11/07,Gen,9,Ontario,GRENVILLE-SUD,REID,John Dowsley,,médecin,Conservateur,1475,52.19,1
1900/11/07,Gen,9,Ontario,GRENVILLE-SUD,CARRUTHERS,John,,,Libéral,1351,47.81,0
1900/11/07,Gen,9,Ontario,GREY-EST,SPROULE,T.S.,,médecin,Conservateur,2707,53.61,1
1900/11/07,Gen,9,Ontario,GREY-EST,HARTMAN,C.W.,,,Libéral,2342,46.39,0
1900/11/07,Gen,9,Ontario,GREY-NORD,HORSEY,Edward H.,,médecin,Libéral,2834,50.17,1
